STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,NAMELSAD,STUSPS,NAMELSADCO,STATE_NAME,LSAD,ALAND,AWATER,X,Y,geometry
51,85,321403,1400000US51085321403,51085321403,3214.03,Census Tract 3214.03,VA,Hanover County,Virginia,CT,78558767,1041068,-77.17923965,37.62402478,POINT (-77.17923964859985 37.624024778628815)
51,85,321401,1400000US51085321401,51085321401,3214.01,Census Tract 3214.01,VA,Hanover County,Virginia,CT,56777582,496731,-77.25895891,37.67861465,POINT (-77.25895890653455 37.67861465038944)
51,760,60800,1400000US51760060800,51760060800,608,Census Tract 608,VA,Richmond city,Virginia,CT,6970692,1044348,-77.43153703,37.47726522,POINT (-77.43153703393311 37.47726521797427)
51,41,101012,1400000US51041101012,51041101012,1010.12,Census Tract 1010.12,VA,Chesterfield County,Virginia,CT,6169419,28503,-77.6384137,37.4080954,POINT (-77.63841370065516 37.40809540449031)
51,760,40600,1400000US51760040600,51760040600,406,Census Tract 406,VA,Richmond city,Virginia,CT,301462,0,-77.47402292,37.56174588,POINT (-77.47402291819925 37.56174587706089)
51,75,400102,1400000US51075400102,51075400102,4001.02,Census Tract 4001.02,VA,Goochland County,Virginia,CT,61519005,940006,-77.68626193,37.67237945,POINT (-77.68626193087444 37.67237944645786)
51,41,100508,1400000US51041100508,51041100508,1005.08,Census Tract 1005.08,VA,Chesterfield County,Virginia,CT,8303758,78940,-77.41493663,37.3012045,POINT (-77.41493662984874 37.3012045043138)
51,760,40900,1400000US51760040900,51760040900,409,Census Tract 409,VA,Richmond city,Virginia,CT,677554,0,-77.47818324,37.55499684,POINT (-77.47818323889565 37.55499683851262)
51,85,321201,1400000US51085321201,51085321201,3212.01,Census Tract 3212.01,VA,Hanover County,Virginia,CT,11255521,16144,-77.32329616,37.5880924,POINT (-77.3232961611456 37.58809239608156)
51,87,200132,1400000US51087200132,51087200132,2001.32,Census Tract 2001.32,VA,Henrico County,Virginia,CT,2775697,1082,-77.55332965,37.61321047,POINT (-77.553329654831 37.61321046597857)
51,41,100407,1400000US51041100407,51041100407,1004.07,Census Tract 1004.07,VA,Chesterfield County,Virginia,CT,8695884,0,-77.43519495,37.39367918,POINT (-77.4351949532214 37.39367917797749)
51,87,201104,1400000US51087201104,51087201104,2011.04,Census Tract 2011.04,VA,Henrico County,Virginia,CT,5115665,16339,-77.37815208,37.54418254,POINT (-77.37815208079034 37.54418254427002)
51,41,100506,1400000US51041100506,51041100506,1005.06,Census Tract 1005.06,VA,Chesterfield County,Virginia,CT,11231555,52917,-77.41415866,37.32218428,POINT (-77.41415866199233 37.32218427742873)
51,760,60502,1400000US51760060502,51760060502,605.02,Census Tract 605.02,VA,Richmond city,Virginia,CT,2398003,292496,-77.47975428,37.51966904,POINT (-77.47975428348165 37.51966904186951)
51,760,70804,1400000US51760070804,51760070804,708.04,Census Tract 708.04,VA,Richmond city,Virginia,CT,3607748,0,-77.4991603,37.47076115,POINT (-77.4991602995949 37.47076115484265)
51,87,201003,1400000US51087201003,51087201003,2010.03,Census Tract 2010.03,VA,Henrico County,Virginia,CT,5179369,13061,-77.39359536,37.56040555,POINT (-77.39359535587803 37.560405553002205)
51,87,200807,1400000US51087200807,51087200807,2008.07,Census Tract 2008.07,VA,Henrico County,Virginia,CT,4274239,62734,-77.42789836,37.6086521,POINT (-77.42789836488895 37.60865209989497)
51,41,100912,1400000US51041100912,51041100912,1009.12,Census Tract 1009.12,VA,Chesterfield County,Virginia,CT,7964559,2555725,-77.65287453,37.43553501,POINT (-77.65287452622388 37.4355350096998)
51,85,320500,1400000US51085320500,51085320500,3205,Census Tract 3205,VA,Hanover County,Virginia,CT,58671202,658236,-77.52199663,37.77211832,POINT (-77.52199663361127 37.77211831780779)
51,87,200416,1400000US51087200416,51087200416,2004.16,Census Tract 2004.16,VA,Henrico County,Virginia,CT,8275760,40066,-77.51857493,37.66649495,POINT (-77.51857493467632 37.66649495033667)
51,760,60700,1400000US51760060700,51760060700,607,Census Tract 607,VA,Richmond city,Virginia,CT,7162479,527187,-77.43573925,37.50612358,POINT (-77.43573924717468 37.5061235779819)
51,41,100923,1400000US51041100923,51041100923,1009.23,Census Tract 1009.23,VA,Chesterfield County,Virginia,CT,3219520,0,-77.55905676,37.48625306,POINT (-77.5590567554096 37.48625306149548)
51,145,500102,1400000US51145500102,51145500102,5001.02,Census Tract 5001.02,VA,Powhatan County,Virginia,CT,87914252,555718,-77.82617795,37.47522126,POINT (-77.82617794981019 37.475221256753)
51,760,50600,1400000US51760050600,51760050600,506,Census Tract 506,VA,Richmond city,Virginia,CT,4856575,1405028,-77.50782644,37.55540179,POINT (-77.5078264424167 37.55540178699026)
51,41,100807,1400000US51041100807,51041100807,1008.07,Census Tract 1008.07,VA,Chesterfield County,Virginia,CT,3470897,0,-77.4625503,37.42003361,POINT (-77.46255030084579 37.42003360765533)
51,87,200127,1400000US51087200127,51087200127,2001.27,Census Tract 2001.27,VA,Henrico County,Virginia,CT,5245519,77481,-77.59024487,37.63015772,POINT (-77.59024486614557 37.63015771920967)
51,87,200136,1400000US51087200136,51087200136,2001.36,Census Tract 2001.36,VA,Henrico County,Virginia,CT,2544241,34561,-77.62708198,37.60516301,POINT (-77.62708198182406 37.60516301005997)
51,87,200700,1400000US51087200700,51087200700,2007,Census Tract 2007,VA,Henrico County,Virginia,CT,3004660,61338,-77.46366725,37.60727901,POINT (-77.46366724897337 37.607279009985575)
51,41,100704,1400000US51041100704,51041100704,1007.04,Census Tract 1007.04,VA,Chesterfield County,Virginia,CT,70726237,4784420,-77.57949425,37.26699697,POINT (-77.57949424667369 37.26699697197214)
51,36,600200,1400000US51036600200,51036600200,6002,Census Tract 6002,VA,Charles City County,Virginia,CT,110057676,3556454,-77.1088509,37.38383884,POINT (-77.10885089608244 37.38383883655814)
51,87,200109,1400000US51087200109,51087200109,2001.09,Census Tract 2001.09,VA,Henrico County,Virginia,CT,4417638,57850,-77.56677282,37.57877141,POINT (-77.56677282473582 37.578771413203896)
51,87,201601,1400000US51087201601,51087201601,2016.01,Census Tract 2016.01,VA,Henrico County,Virginia,CT,88170047,9181342,-77.25938321,37.4257625,POINT (-77.25938321442969 37.42576250266637)
51,145,500201,1400000US51145500201,51145500201,5002.01,Census Tract 5002.01,VA,Powhatan County,Virginia,CT,106764793,794267,-77.89555426,37.59482961,POINT (-77.89555426373893 37.594829608055086)
51,87,200503,1400000US51087200503,51087200503,2005.03,Census Tract 2005.03,VA,Henrico County,Virginia,CT,5864308,40735,-77.49654127,37.63008676,POINT (-77.49654126867436 37.63008675859423)
51,41,100701,1400000US51041100701,51041100701,1007.01,Census Tract 1007.01,VA,Chesterfield County,Virginia,CT,11494304,456046,-77.44977765,37.23958262,POINT (-77.44977764869235 37.239582616096605)
51,87,200907,1400000US51087200907,51087200907,2009.07,Census Tract 2009.07,VA,Henrico County,Virginia,CT,9348221,163256,-77.47297721,37.67600809,POINT (-77.47297721482308 37.67600808782018)
51,87,200139,1400000US51087200139,51087200139,2001.39,Census Tract 2001.39,VA,Henrico County,Virginia,CT,3051198,106117,-77.6434502,37.6348655,POINT (-77.64345019889191 37.63486550054332)
51,760,41600,1400000US51760041600,51760041600,416,Census Tract 416,VA,Richmond city,Virginia,CT,2908810,366875,-77.48295497,37.54192147,POINT (-77.48295497251311 37.54192147187036)
51,41,100907,1400000US51041100907,51041100907,1009.07,Census Tract 1009.07,VA,Chesterfield County,Virginia,CT,4931474,32335,-77.56475993,37.50674144,POINT (-77.564759934694 37.50674144499264)
51,127,700100,1400000US51127700100,51127700100,7001,Census Tract 7001,VA,New Kent County,Virginia,CT,114284513,1011887,-77.15258488,37.55150403,POINT (-77.15258488435892 37.55150403064477)
51,41,100805,1400000US51041100805,51041100805,1008.05,Census Tract 1008.05,VA,Chesterfield County,Virginia,CT,5720062,0,-77.4843688,37.43053405,POINT (-77.48436880086871 37.43053405403385)
51,87,200135,1400000US51087200135,51087200135,2001.35,Census Tract 2001.35,VA,Henrico County,Virginia,CT,2550096,75512,-77.60514833,37.60266812,POINT (-77.60514832966118 37.60266812219886)
51,87,200150,1400000US51087200150,51087200150,2001.5,Census Tract 2001.50,VA,Henrico County,Virginia,CT,7444974,168309,-77.5758222,37.66460693,POINT (-77.57582220175745 37.664606927292304)
51,85,320300,1400000US51085320300,51085320300,3203,Census Tract 3203,VA,Hanover County,Virginia,CT,109103863,1439241,-77.6706394,37.73181814,POINT (-77.67063940115563 37.73181813696031)
51,87,200415,1400000US51087200415,51087200415,2004.15,Census Tract 2004.15,VA,Henrico County,Virginia,CT,6103443,101732,-77.51746876,37.68940593,POINT (-77.51746876337859 37.6894059268652)
51,145,500400,1400000US51145500400,51145500400,5004,Census Tract 5004,VA,Powhatan County,Virginia,CT,256265039,1480784,-78.03659791,37.55038368,POINT (-78.03659791182956 37.55038367813099)
51,41,100510,1400000US51041100510,51041100510,1005.1,Census Tract 1005.10,VA,Chesterfield County,Virginia,CT,6599780,37127,-77.32318296,37.32181582,POINT (-77.32318296014314 37.32181581553189)
51,760,10401,1400000US51760010401,51760010401,104.01,Census Tract 104.01,VA,Richmond city,Virginia,CT,1384206,0,-77.45359412,37.58808447,POINT (-77.45359412418883 37.58808446963167)
51,87,201405,1400000US51087201405,51087201405,2014.05,Census Tract 2014.05,VA,Henrico County,Virginia,CT,2316646,97954,-77.35729804,37.53901678,POINT (-77.35729803563565 37.53901678072548)
51,41,100938,1400000US51041100938,51041100938,1009.38,Census Tract 1009.38,VA,Chesterfield County,Virginia,CT,22041462,462142,-77.71174779,37.47590889,POINT (-77.71174779484717 37.47590888855158)
51,87,201602,1400000US51087201602,51087201602,2016.02,Census Tract 2016.02,VA,Henrico County,Virginia,CT,68449675,7727304,-77.36904638,37.42826207,POINT (-77.36904638351935 37.42826207079475)
51,41,100814,1400000US51041100814,51041100814,1008.14,Census Tract 1008.14,VA,Chesterfield County,Virginia,CT,5845527,0,-77.49516004,37.40390745,POINT (-77.49516003710006 37.4039074531397)
51,87,201204,1400000US51087201204,51087201204,2012.04,Census Tract 2012.04,VA,Henrico County,Virginia,CT,2532642,991,-77.32738466,37.54985594,POINT (-77.32738466027061 37.54985594394238)
51,87,200123,1400000US51087200123,51087200123,2001.23,Census Tract 2001.23,VA,Henrico County,Virginia,CT,1650412,27363,-77.64343651,37.61691867,POINT (-77.643436507639 37.61691867082178)
51,41,100405,1400000US51041100405,51041100405,1004.05,Census Tract 1004.05,VA,Chesterfield County,Virginia,CT,1840134,0,-77.44675301,37.43851199,POINT (-77.44675301108174 37.438511985818096)
51,760,40202,1400000US51760040202,51760040202,402.02,Census Tract 402.02,VA,Richmond city,Virginia,CT,3556654,0,-77.4639217,37.56693611,POINT (-77.46392169773196 37.56693610731649)
51,41,100403,1400000US51041100403,51041100403,1004.03,Census Tract 1004.03,VA,Chesterfield County,Virginia,CT,61242756,10191570,-77.34009923,37.36551726,POINT (-77.34009922724667 37.36551725826562)
51,760,70400,1400000US51760070400,51760070400,704,Census Tract 704,VA,Richmond city,Virginia,CT,7327774,477040,-77.52289864,37.54402887,POINT (-77.52289864325535 37.544028871039735)
51,41,100921,1400000US51041100921,51041100921,1009.21,Census Tract 1009.21,VA,Chesterfield County,Virginia,CT,3738270,10697,-77.58687364,37.51932041,POINT (-77.58687363827771 37.51932040535839)
51,87,200905,1400000US51087200905,51087200905,2009.05,Census Tract 2009.05,VA,Henrico County,Virginia,CT,5600686,26330,-77.47985562,37.65196309,POINT (-77.47985562092202 37.65196308512729)
51,760,70803,1400000US51760070803,51760070803,708.03,Census Tract 708.03,VA,Richmond city,Virginia,CT,3040207,0,-77.48956101,37.48129907,POINT (-77.4895610125148 37.48129907437138)
51,41,100509,1400000US51041100509,51041100509,1005.09,Census Tract 1005.09,VA,Chesterfield County,Virginia,CT,32190096,3206197,-77.37201415,37.31882739,POINT (-77.37201414688512 37.31882739208327)
51,41,100931,1400000US51041100931,51041100931,1009.31,Census Tract 1009.31,VA,Chesterfield County,Virginia,CT,8610865,0,-77.61411449,37.4880354,POINT (-77.61411448740982 37.48803539946952)
51,87,201205,1400000US51087201205,51087201205,2012.05,Census Tract 2012.05,VA,Henrico County,Virginia,CT,3924941,6789,-77.3313738,37.53882433,POINT (-77.33137379610653 37.53882432730039)
51,760,20502,1400000US51760020502,51760020502,205.02,Census Tract 205.02,VA,Richmond city,Virginia,CT,544135,0,-77.42247154,37.53444058,POINT (-77.4224715350468 37.53444057831497)
51,87,200502,1400000US51087200502,51087200502,2005.02,Census Tract 2005.02,VA,Henrico County,Virginia,CT,5198358,33580,-77.48519758,37.59358062,POINT (-77.48519758070759 37.59358062037778)
51,85,321402,1400000US51085321402,51085321402,3214.02,Census Tract 3214.02,VA,Hanover County,Virginia,CT,52403016,680921,-77.25179057,37.60113008,POINT (-77.2517905721588 37.60113007890898)
51,41,100815,1400000US51041100815,51041100815,1008.15,Census Tract 1008.15,VA,Chesterfield County,Virginia,CT,5673764,0,-77.46936866,37.4035199,POINT (-77.46936866084775 37.40351990455585)
51,760,70802,1400000US51760070802,51760070802,708.02,Census Tract 708.02,VA,Richmond city,Virginia,CT,2979053,528,-77.47743608,37.46934393,POINT (-77.47743608069756 37.46934392786575)
51,145,500300,1400000US51145500300,51145500300,5003,Census Tract 5003,VA,Powhatan County,Virginia,CT,33482296,200018,-77.87952952,37.6446798,POINT (-77.87952951531315 37.644679796027845)
51,41,100804,1400000US51041100804,51041100804,1008.04,Census Tract 1008.04,VA,Chesterfield County,Virginia,CT,5171126,279249,-77.46922264,37.45119552,POINT (-77.46922263800518 37.45119552092424)
51,87,200144,1400000US51087200144,51087200144,2001.44,Census Tract 2001.44,VA,Henrico County,Virginia,CT,2135948,24742,-77.60250445,37.64853829,POINT (-77.60250444995789 37.64853829038282)
51,127,700302,1400000US51127700302,51127700302,7003.02,Census Tract 7003.02,VA,New Kent County,Virginia,CT,181433488,22245346,-76.8819588,37.50599597,POINT (-76.88195879844399 37.50599597002332)
51,36,600300,1400000US51036600300,51036600300,6003,Census Tract 6003,VA,Charles City County,Virginia,CT,240491898,38583238,-76.97673227,37.33100999,POINT (-76.97673226901811 37.33100999379624)
51,75,400200,1400000US51075400200,51075400200,4002,Census Tract 4002,VA,Goochland County,Virginia,CT,138706000,4524995,-77.79542232,37.67430492,POINT (-77.79542232176898 37.67430491707064)
51,87,200140,1400000US51087200140,51087200140,2001.4,Census Tract 2001.40,VA,Henrico County,Virginia,CT,4478826,59511,-77.63679408,37.65532899,POINT (-77.63679408212946 37.655328994828906)
51,87,200146,1400000US51087200146,51087200146,2001.46,Census Tract 2001.46,VA,Henrico County,Virginia,CT,2710656,25318,-77.6045801,37.69833912,POINT (-77.60458010121567 37.698339123989015)
51,41,101007,1400000US51041101007,51041101007,1010.07,Census Tract 1010.07,VA,Chesterfield County,Virginia,CT,6861397,2589428,-77.671126,37.41933094,POINT (-77.67112600191413 37.41933093950043)
51,85,320804,1400000US51085320804,51085320804,3208.04,Census Tract 3208.04,VA,Hanover County,Virginia,CT,5506509,77405,-77.42040307,37.68215954,POINT (-77.42040307089692 37.68215954056276)
51,75,400300,1400000US51075400300,51075400300,4003,Census Tract 4003,VA,Goochland County,Virginia,CT,6494755,1804504,-77.86213625,37.65586441,POINT (-77.86213625418588 37.6558644073874)
51,87,200152,1400000US51087200152,51087200152,2001.52,Census Tract 2001.52,VA,Henrico County,Virginia,CT,1998397,443,-77.56512365,37.62289285,POINT (-77.56512365017086 37.622892851537244)
51,85,320803,1400000US51085320803,51085320803,3208.03,Census Tract 3208.03,VA,Hanover County,Virginia,CT,8685511,29326,-77.40178469,37.67555472,POINT (-77.40178469075505 37.67555471967196)
51,36,600100,1400000US51036600100,51036600100,6001,Census Tract 6001,VA,Charles City County,Virginia,CT,123161974,13134988,-77.1917213,37.38472133,POINT (-77.19172130016469 37.384721328220856)
51,85,321100,1400000US51085321100,51085321100,3211,Census Tract 3211,VA,Hanover County,Virginia,CT,8696305,3070,-77.38262891,37.61242252,POINT (-77.38262891029056 37.61242252069209)
51,760,10201,1400000US51760010201,51760010201,102.01,Census Tract 102.01,VA,Richmond city,Virginia,CT,1265350,1065,-77.45650288,37.5956666,POINT (-77.45650288022394 37.59566660257968)
51,87,200806,1400000US51087200806,51087200806,2008.06,Census Tract 2008.06,VA,Henrico County,Virginia,CT,1110661,7113,-77.4375449,37.60239843,POINT (-77.4375448957579 37.60239842645925)
51,87,200202,1400000US51087200202,51087200202,2002.02,Census Tract 2002.02,VA,Henrico County,Virginia,CT,3489540,606,-77.5436194,37.58699555,POINT (-77.54361939508715 37.58699555038394)
51,87,200147,1400000US51087200147,51087200147,2001.47,Census Tract 2001.47,VA,Henrico County,Virginia,CT,9677687,47173,-77.62263732,37.67762241,POINT (-77.6226373245117 37.67762240521009)
51,760,50200,1400000US51760050200,51760050200,502,Census Tract 502,VA,Richmond city,Virginia,CT,1694392,0,-77.49548782,37.57159401,POINT (-77.49548781681833 37.57159401162914)
51,87,200501,1400000US51087200501,51087200501,2005.01,Census Tract 2005.01,VA,Henrico County,Virginia,CT,2818095,14767,-77.50228344,37.59564632,POINT (-77.50228343827406 37.59564631847038)
51,87,200805,1400000US51087200805,51087200805,2008.05,Census Tract 2008.05,VA,Henrico County,Virginia,CT,5009669,5133,-77.42365611,37.59105613,POINT (-77.4236561120298 37.59105613121639)
51,85,320701,1400000US51085320701,51085320701,3207.01,Census Tract 3207.01,VA,Hanover County,Virginia,CT,60065891,595461,-77.40541715,37.75339045,POINT (-77.40541714612715 37.75339044546415)
51,41,100910,1400000US51041100910,51041100910,1009.1,Census Tract 1009.10,VA,Chesterfield County,Virginia,CT,6551644,22977,-77.58335284,37.47501371,POINT (-77.58335283799518 37.47501371277839)
51,145,500202,1400000US51145500202,51145500202,5002.02,Census Tract 5002.02,VA,Powhatan County,Virginia,CT,62114437,702498,-77.90999398,37.5125689,POINT (-77.9099939772165 37.51256889537168)
51,85,320200,1400000US51085320200,51085320200,3202,Census Tract 3202,VA,Hanover County,Virginia,CT,159688540,2447666,-77.68504133,37.80777585,POINT (-77.68504133371904 37.80777584592382)
51,41,100812,1400000US51041100812,51041100812,1008.12,Census Tract 1008.12,VA,Chesterfield County,Virginia,CT,14678538,16697,-77.57030314,37.42885868,POINT (-77.57030314108422 37.42885867830688)
51,760,10700,1400000US51760010700,51760010700,107,Census Tract 107,VA,Richmond city,Virginia,CT,1049235,0,-77.42996025,37.57441823,POINT (-77.42996025001852 37.574418233366096)
51,760,71100,1400000US51760071100,51760071100,711,Census Tract 711,VA,Richmond city,Virginia,CT,4362243,96232,-77.51057175,37.52591345,POINT (-77.51057174857343 37.52591345164478)
51,41,101008,1400000US51041101008,51041101008,1010.08,Census Tract 1010.08,VA,Chesterfield County,Virginia,CT,6632980,17676,-77.70061951,37.41195412,POINT (-77.700619507394 37.41195411893613)
51,87,201504,1400000US51087201504,51087201504,2015.04,Census Tract 2015.04,VA,Henrico County,Virginia,CT,14921509,522662,-77.37121097,37.49660947,POINT (-77.3712109668224 37.49660947193315)
51,760,60400,1400000US51760060400,51760060400,604,Census Tract 604,VA,Richmond city,Virginia,CT,2371767,0,-77.46536277,37.51054076,POINT (-77.46536276647035 37.510540762255225)
