Unnamed: 0,w_tract,h_tract,workers,w_county,h_county,HomeX,HomeY,w_point,GEOIDHome,X,Y,WorkX,WorkY
26,51041100404,51036600100,2,Chesterfield,Charles City,-77.1917213,37.38472133,POINT (-77.43318581777909 37.42339500150704),51036600100,-77.43318581777909,37.42339500150704,-77.43318582,37.423395
28,51041100407,51036600100,3,Chesterfield,Charles City,-77.1917213,37.38472133,POINT (-77.4351949532214 37.39367917797749),51036600100,-77.4351949532214,37.39367917797749,-77.43519495,37.39367918
31,51041100409,51036600300,1,Chesterfield,Charles City,-76.97673227,37.33100999,POINT (-77.42961382044136 37.36968180266313),51036600300,-77.42961382044136,37.36968180266313,-77.42961382,37.3696818
30,51041100409,51036600200,6,Chesterfield,Charles City,-77.1088509,37.38383884,POINT (-77.42961382044136 37.36968180266313),51036600200,-77.42961382044136,37.36968180266313,-77.42961382,37.3696818
29,51041100409,51036600100,10,Chesterfield,Charles City,-77.1917213,37.38472133,POINT (-77.42961382044136 37.36968180266313),51036600100,-77.42961382044136,37.36968180266313,-77.42961382,37.3696818
33,51041100505,51036600200,2,Chesterfield,Charles City,-77.1088509,37.38383884,POINT (-77.43662449012265 37.34661541127327),51036600200,-77.43662449012265,37.34661541127327,-77.43662449,37.34661541
32,51041100505,51036600100,7,Chesterfield,Charles City,-77.1917213,37.38472133,POINT (-77.43662449012265 37.34661541127327),51036600100,-77.43662449012265,37.34661541127327,-77.43662449,37.34661541
35,51041100506,51036600300,1,Chesterfield,Charles City,-76.97673227,37.33100999,POINT (-77.41415866199233 37.32218427742873),51036600300,-77.41415866199233,37.32218427742873,-77.41415866,37.32218428
34,51041100506,51036600100,5,Chesterfield,Charles City,-77.1917213,37.38472133,POINT (-77.41415866199233 37.32218427742873),51036600100,-77.41415866199233,37.32218427742873,-77.41415866,37.32218428
36,51041100508,51036600300,3,Chesterfield,Charles City,-76.97673227,37.33100999,POINT (-77.41493662984874 37.3012045043138),51036600300,-77.41493662984874,37.3012045043138,-77.41493663,37.3012045
39,51041100509,51036600300,7,Chesterfield,Charles City,-76.97673227,37.33100999,POINT (-77.37201414688512 37.31882739208327),51036600300,-77.37201414688512,37.31882739208327,-77.37201415,37.31882739
38,51041100509,51036600200,10,Chesterfield,Charles City,-77.1088509,37.38383884,POINT (-77.37201414688512 37.31882739208327),51036600200,-77.37201414688512,37.31882739208327,-77.37201415,37.31882739
37,51041100509,51036600100,13,Chesterfield,Charles City,-77.1917213,37.38472133,POINT (-77.37201414688512 37.31882739208327),51036600100,-77.37201414688512,37.31882739208327,-77.37201415,37.31882739
40,51041100510,51036600100,1,Chesterfield,Charles City,-77.1917213,37.38472133,POINT (-77.32318296014314 37.32181581553189),51036600100,-77.32318296014314,37.32181581553189,-77.32318296,37.32181582
42,51041100600,51036600300,1,Chesterfield,Charles City,-76.97673227,37.33100999,POINT (-77.42319043016349 37.24154168502511),51036600300,-77.42319043016349,37.24154168502511,-77.42319043,37.24154169
41,51041100600,51036600100,1,Chesterfield,Charles City,-77.1917213,37.38472133,POINT (-77.42319043016349 37.24154168502511),51036600100,-77.42319043016349,37.24154168502511,-77.42319043,37.24154169
43,51041100704,51036600100,1,Chesterfield,Charles City,-77.1917213,37.38472133,POINT (-77.57949424667369 37.26699697197214),51036600100,-77.57949424667369,37.26699697197214,-77.57949425,37.26699697
44,51041100805,51036600200,1,Chesterfield,Charles City,-77.1088509,37.38383884,POINT (-77.48436880086871 37.43053405403385),51036600200,-77.48436880086871,37.43053405403385,-77.4843688,37.43053405
46,51041100806,51036600300,1,Chesterfield,Charles City,-76.97673227,37.33100999,POINT (-77.46446225660578 37.43376973515494),51036600300,-77.46446225660578,37.43376973515494,-77.46446226,37.43376974
45,51041100806,51036600100,3,Chesterfield,Charles City,-77.1917213,37.38472133,POINT (-77.46446225660578 37.43376973515494),51036600100,-77.46446225660578,37.43376973515494,-77.46446226,37.43376974
47,51041100807,51036600100,1,Chesterfield,Charles City,-77.1917213,37.38472133,POINT (-77.46255030084579 37.420033607655334),51036600100,-77.46255030084579,37.420033607655334,-77.4625503,37.42003361
49,51041100812,51036600300,4,Chesterfield,Charles City,-76.97673227,37.33100999,POINT (-77.57030314108422 37.428858678306874),51036600300,-77.57030314108422,37.428858678306874,-77.57030314,37.42885868
48,51041100812,51036600200,2,Chesterfield,Charles City,-77.1088509,37.38383884,POINT (-77.57030314108422 37.428858678306874),51036600200,-77.57030314108422,37.428858678306874,-77.57030314,37.42885868
50,51041100814,51036600100,1,Chesterfield,Charles City,-77.1917213,37.38472133,POINT (-77.49516003710006 37.4039074531397),51036600100,-77.49516003710006,37.4039074531397,-77.49516004,37.40390745
52,51041100817,51036600200,4,Chesterfield,Charles City,-77.1088509,37.38383884,POINT (-77.49978556060498 37.384631507608866),51036600200,-77.49978556060498,37.384631507608866,-77.49978556,37.38463151
51,51041100817,51036600100,1,Chesterfield,Charles City,-77.1917213,37.38472133,POINT (-77.49978556060498 37.384631507608866),51036600100,-77.49978556060498,37.384631507608866,-77.49978556,37.38463151
54,51041100820,51036600300,2,Chesterfield,Charles City,-76.97673227,37.33100999,POINT (-77.52097119301028 37.41250193558361),51036600300,-77.52097119301028,37.41250193558361,-77.52097119,37.41250194
53,51041100820,51036600200,4,Chesterfield,Charles City,-77.1088509,37.38383884,POINT (-77.52097119301028 37.41250193558361),51036600200,-77.52097119301028,37.41250193558361,-77.52097119,37.41250194
55,51041100821,51036600300,1,Chesterfield,Charles City,-76.97673227,37.33100999,POINT (-77.56965311042661 37.36559953963565),51036600300,-77.56965311042661,37.36559953963565,-77.56965311,37.36559954
58,51041100822,51036600300,3,Chesterfield,Charles City,-76.97673227,37.33100999,POINT (-77.49261723055503 37.33063493444562),51036600300,-77.49261723055503,37.33063493444562,-77.49261723,37.33063493
57,51041100822,51036600200,1,Chesterfield,Charles City,-77.1088509,37.38383884,POINT (-77.49261723055503 37.33063493444562),51036600200,-77.49261723055503,37.33063493444562,-77.49261723,37.33063493
56,51041100822,51036600100,2,Chesterfield,Charles City,-77.1917213,37.38472133,POINT (-77.49261723055503 37.33063493444562),51036600100,-77.49261723055503,37.33063493444562,-77.49261723,37.33063493
59,51041100823,51036600100,2,Chesterfield,Charles City,-77.1917213,37.38472133,POINT (-77.47619773485667 37.36556589407854),51036600100,-77.47619773485667,37.36556589407854,-77.47619773,37.36556589
61,51041100902,51036600300,1,Chesterfield,Charles City,-76.97673227,37.33100999,POINT (-77.56921857693308 37.53045112724897),51036600300,-77.56921857693308,37.53045112724897,-77.56921858,37.53045113
60,51041100902,51036600100,2,Chesterfield,Charles City,-77.1917213,37.38472133,POINT (-77.56921857693308 37.53045112724897),51036600100,-77.56921857693308,37.53045112724897,-77.56921858,37.53045113
62,51041100907,51036600300,2,Chesterfield,Charles City,-76.97673227,37.33100999,POINT (-77.564759934694 37.506741444992635),51036600300,-77.564759934694,37.506741444992635,-77.56475993,37.50674144
63,51041100910,51036600300,1,Chesterfield,Charles City,-76.97673227,37.33100999,POINT (-77.58335283799518 37.47501371277839),51036600300,-77.58335283799518,37.47501371277839,-77.58335284,37.47501371
66,51041100912,51036600300,1,Chesterfield,Charles City,-76.97673227,37.33100999,POINT (-77.65287452622388 37.4355350096998),51036600300,-77.65287452622388,37.4355350096998,-77.65287453,37.43553501
65,51041100912,51036600200,5,Chesterfield,Charles City,-77.1088509,37.38383884,POINT (-77.65287452622388 37.4355350096998),51036600200,-77.65287452622388,37.4355350096998,-77.65287453,37.43553501
64,51041100912,51036600100,4,Chesterfield,Charles City,-77.1917213,37.38472133,POINT (-77.65287452622388 37.4355350096998),51036600100,-77.65287452622388,37.4355350096998,-77.65287453,37.43553501
