Unnamed: 0,w_tract,h_tract,workers,w_county,h_county,HomeX,HomeY,w_point,GEOIDHome,X,Y,WorkX,WorkY
145,51085321201,51036600300,2,Hanover,Charles City,-76.97673227,37.33100999,POINT (-77.3232961611456 37.58809239608156),51036600300,-77.3232961611456,37.58809239608156,-77.32329616,37.5880924
144,51085321201,51036600200,3,Hanover,Charles City,-77.1088509,37.38383884,POINT (-77.3232961611456 37.58809239608156),51036600200,-77.3232961611456,37.58809239608156,-77.32329616,37.5880924
143,51085321201,51036600100,5,Hanover,Charles City,-77.1917213,37.38472133,POINT (-77.3232961611456 37.58809239608156),51036600100,-77.3232961611456,37.58809239608156,-77.32329616,37.5880924
147,51085321202,51036600200,2,Hanover,Charles City,-77.1088509,37.38383884,POINT (-77.34349514343835 37.58490558337123),51036600200,-77.34349514343835,37.58490558337123,-77.34349514,37.58490558
146,51085321202,51036600100,1,Hanover,Charles City,-77.1917213,37.38472133,POINT (-77.34349514343835 37.58490558337123),51036600100,-77.34349514343835,37.58490558337123,-77.34349514,37.58490558
149,51085321300,51036600200,2,Hanover,Charles City,-77.1088509,37.38383884,POINT (-77.29680248312577 37.59112521969857),51036600200,-77.29680248312577,37.59112521969857,-77.29680248,37.59112522
148,51085321300,51036600100,1,Hanover,Charles City,-77.1917213,37.38472133,POINT (-77.29680248312577 37.59112521969857),51036600100,-77.29680248312577,37.59112521969857,-77.29680248,37.59112522
152,51085321402,51036600300,1,Hanover,Charles City,-76.97673227,37.33100999,POINT (-77.2517905721588 37.60113007890898),51036600300,-77.2517905721588,37.60113007890898,-77.25179057,37.60113008
151,51085321402,51036600200,2,Hanover,Charles City,-77.1088509,37.38383884,POINT (-77.2517905721588 37.60113007890898),51036600200,-77.2517905721588,37.60113007890898,-77.25179057,37.60113008
150,51085321402,51036600100,1,Hanover,Charles City,-77.1917213,37.38472133,POINT (-77.2517905721588 37.60113007890898),51036600100,-77.2517905721588,37.60113007890898,-77.25179057,37.60113008
153,51087200106,51036600100,1,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.57897181484151 37.60083858553244),51036600100,-77.57897181484151,37.60083858553244,-77.57897181,37.60083859
154,51087200108,51036600200,1,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.5933636295779 37.56692279305806),51036600200,-77.5933636295779,37.56692279305806,-77.59336363,37.56692279
156,51087200124,51036600300,1,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.6222347170696 37.61613825304584),51036600300,-77.6222347170696,37.61613825304584,-77.62223472,37.61613825
155,51087200124,51036600100,3,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.6222347170696 37.61613825304584),51036600100,-77.6222347170696,37.61613825304584,-77.62223472,37.61613825
157,51087200125,51036600200,1,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.5603639580385 37.630833878783726),51036600200,-77.5603639580385,37.630833878783726,-77.56036396,37.63083388
159,51087200126,51036600200,1,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.55101381879751 37.63318897419251),51036600200,-77.55101381879751,37.63318897419251,-77.55101382,37.63318897
158,51087200126,51036600100,3,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.55101381879751 37.63318897419251),51036600100,-77.55101381879751,37.63318897419251,-77.55101382,37.63318897
161,51087200127,51036600300,1,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.59024486614557 37.63015771920967),51036600300,-77.59024486614557,37.63015771920967,-77.59024487,37.63015772
160,51087200127,51036600100,2,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.59024486614557 37.63015771920967),51036600100,-77.59024486614557,37.63015771920967,-77.59024487,37.63015772
164,51087200131,51036600300,1,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.54464366743474 37.606054749559796),51036600300,-77.54464366743474,37.606054749559796,-77.54464367,37.60605475
163,51087200131,51036600200,2,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.54464366743474 37.606054749559796),51036600200,-77.54464366743474,37.606054749559796,-77.54464367,37.60605475
162,51087200131,51036600100,9,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.54464366743474 37.606054749559796),51036600100,-77.54464366743474,37.606054749559796,-77.54464367,37.60605475
165,51087200132,51036600200,1,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.553329654831 37.61321046597857),51036600200,-77.553329654831,37.61321046597857,-77.55332965,37.61321047
167,51087200136,51036600300,1,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.62708198182406 37.60516301005997),51036600300,-77.62708198182406,37.60516301005997,-77.62708198,37.60516301
166,51087200136,51036600100,3,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.62708198182406 37.60516301005997),51036600100,-77.62708198182406,37.60516301005997,-77.62708198,37.60516301
169,51087200138,51036600200,4,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.59701807140793 37.61568705033441),51036600200,-77.59701807140793,37.61568705033441,-77.59701807,37.61568705
168,51087200138,51036600100,2,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.59701807140793 37.61568705033441),51036600100,-77.59701807140793,37.61568705033441,-77.59701807,37.61568705
172,51087200140,51036600300,2,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.63679408212946 37.655328994828906),51036600300,-77.63679408212946,37.655328994828906,-77.63679408,37.65532899
171,51087200140,51036600200,3,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.63679408212946 37.655328994828906),51036600200,-77.63679408212946,37.655328994828906,-77.63679408,37.65532899
170,51087200140,51036600100,1,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.63679408212946 37.655328994828906),51036600100,-77.63679408212946,37.655328994828906,-77.63679408,37.65532899
174,51087200141,51036600300,1,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.62796054807364 37.65015181782827),51036600300,-77.62796054807364,37.65015181782827,-77.62796055,37.65015182
173,51087200141,51036600100,1,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.62796054807364 37.65015181782827),51036600100,-77.62796054807364,37.65015181782827,-77.62796055,37.65015182
175,51087200142,51036600200,1,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.62292089342688 37.63989342003453),51036600200,-77.62292089342688,37.63989342003453,-77.62292089,37.63989342
177,51087200144,51036600300,3,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.60250444995789 37.64853829038282),51036600300,-77.60250444995789,37.64853829038282,-77.60250445,37.64853829
176,51087200144,51036600200,3,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.60250444995789 37.64853829038282),51036600200,-77.60250444995789,37.64853829038282,-77.60250445,37.64853829
178,51087200147,51036600100,3,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.6226373245117 37.67762240521009),51036600100,-77.6226373245117,37.67762240521009,-77.62263732,37.67762241
181,51087200148,51036600300,2,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.57818533024465 37.682314088081355),51036600300,-77.57818533024465,37.682314088081355,-77.57818533,37.68231409
180,51087200148,51036600200,1,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.57818533024465 37.682314088081355),51036600200,-77.57818533024465,37.682314088081355,-77.57818533,37.68231409
179,51087200148,51036600100,3,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.57818533024465 37.682314088081355),51036600100,-77.57818533024465,37.682314088081355,-77.57818533,37.68231409
182,51087200149,51036600100,5,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.6003999189225 37.66826832262241),51036600100,-77.6003999189225,37.66826832262241,-77.60039992,37.66826832
185,51087200150,51036600300,4,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.57582220175745 37.664606927292304),51036600300,-77.57582220175745,37.664606927292304,-77.5758222,37.66460693
184,51087200150,51036600200,9,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.57582220175745 37.664606927292304),51036600200,-77.57582220175745,37.664606927292304,-77.5758222,37.66460693
183,51087200150,51036600100,13,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.57582220175745 37.664606927292304),51036600100,-77.57582220175745,37.664606927292304,-77.5758222,37.66460693
188,51087200151,51036600300,1,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.57184308571291 37.64822504682156),51036600300,-77.57184308571291,37.64822504682156,-77.57184309,37.64822505
187,51087200151,51036600200,2,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.57184308571291 37.64822504682156),51036600200,-77.57184308571291,37.64822504682156,-77.57184309,37.64822505
186,51087200151,51036600100,5,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.57184308571291 37.64822504682156),51036600100,-77.57184308571291,37.64822504682156,-77.57184309,37.64822505
190,51087200152,51036600300,1,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.56512365017086 37.622892851537244),51036600300,-77.56512365017086,37.622892851537244,-77.56512365,37.62289285
189,51087200152,51036600100,1,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.56512365017086 37.622892851537244),51036600100,-77.56512365017086,37.622892851537244,-77.56512365,37.62289285
192,51087200153,51036600300,1,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.57100175473788 37.61247980079814),51036600300,-77.57100175473788,37.61247980079814,-77.57100175,37.6124798
191,51087200153,51036600200,1,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.57100175473788 37.61247980079814),51036600200,-77.57100175473788,37.61247980079814,-77.57100175,37.6124798
193,51087200201,51036600200,1,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.55710982388794 37.59420829831072),51036600200,-77.55710982388794,37.59420829831072,-77.55710982,37.5942083
196,51087200301,51036600300,2,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.50257912923476 37.58246562725167),51036600300,-77.50257912923476,37.58246562725167,-77.50257913,37.58246563
195,51087200301,51036600200,4,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.50257912923476 37.58246562725167),51036600200,-77.50257912923476,37.58246562725167,-77.50257913,37.58246563
194,51087200301,51036600100,2,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.50257912923476 37.58246562725167),51036600100,-77.50257912923476,37.58246562725167,-77.50257913,37.58246563
199,51087200302,51036600300,2,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.51751290188966 37.589837317692414),51036600300,-77.51751290188966,37.589837317692414,-77.5175129,37.58983732
198,51087200302,51036600200,7,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.51751290188966 37.589837317692414),51036600200,-77.51751290188966,37.589837317692414,-77.5175129,37.58983732
197,51087200302,51036600100,6,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.51751290188966 37.589837317692414),51036600100,-77.51751290188966,37.589837317692414,-77.5175129,37.58983732
202,51087200303,51036600300,5,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.52659471532229 37.60165472995833),51036600300,-77.52659471532229,37.60165472995833,-77.52659472,37.60165473
201,51087200303,51036600200,5,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.52659471532229 37.60165472995833),51036600200,-77.52659471532229,37.60165472995833,-77.52659472,37.60165473
200,51087200303,51036600100,3,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.52659471532229 37.60165472995833),51036600100,-77.52659471532229,37.60165472995833,-77.52659472,37.60165473
205,51087200305,51036600300,1,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.5340255741652 37.6186423760392),51036600300,-77.5340255741652,37.6186423760392,-77.53402557,37.61864238
204,51087200305,51036600200,4,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.5340255741652 37.6186423760392),51036600200,-77.5340255741652,37.6186423760392,-77.53402557,37.61864238
203,51087200305,51036600100,4,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.5340255741652 37.6186423760392),51036600100,-77.5340255741652,37.6186423760392,-77.53402557,37.61864238
206,51087200404,51036600300,1,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.50273763913766 37.60703990590712),51036600300,-77.50273763913766,37.60703990590712,-77.50273764,37.60703991
209,51087200407,51036600300,1,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.54576824608608 37.64290271671887),51036600300,-77.54576824608608,37.64290271671887,-77.54576825,37.64290272
208,51087200407,51036600200,1,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.54576824608608 37.64290271671887),51036600200,-77.54576824608608,37.64290271671887,-77.54576825,37.64290272
207,51087200407,51036600100,1,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.54576824608608 37.64290271671887),51036600100,-77.54576824608608,37.64290271671887,-77.54576825,37.64290272
212,51087200409,51036600300,6,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.51825817279303 37.62639341869845),51036600300,-77.51825817279303,37.62639341869845,-77.51825817,37.62639342
211,51087200409,51036600200,2,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.51825817279303 37.62639341869845),51036600200,-77.51825817279303,37.62639341869845,-77.51825817,37.62639342
210,51087200409,51036600100,6,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.51825817279303 37.62639341869845),51036600100,-77.51825817279303,37.62639341869845,-77.51825817,37.62639342
213,51087200412,51036600200,2,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.51814095601985 37.63357192990187),51036600200,-77.51814095601985,37.63357192990187,-77.51814096,37.63357193
214,51087200415,51036600200,1,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.51746876337859 37.6894059268652),51036600200,-77.51746876337859,37.6894059268652,-77.51746876,37.68940593
215,51087200416,51036600100,1,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.51857493467632 37.66649495033667),51036600100,-77.51857493467632,37.66649495033667,-77.51857493,37.66649495
216,51087200418,51036600200,2,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.51315144039752 37.619024757612465),51036600200,-77.51315144039752,37.619024757612465,-77.51315144,37.61902476
218,51087200501,51036600200,7,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.50228343827406 37.59564631847038),51036600200,-77.50228343827406,37.59564631847038,-77.50228344,37.59564632
217,51087200501,51036600100,7,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.50228343827406 37.59564631847038),51036600100,-77.50228343827406,37.59564631847038,-77.50228344,37.59564632
221,51087200502,51036600300,8,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.48519758070759 37.59358062037778),51036600300,-77.48519758070759,37.59358062037778,-77.48519758,37.59358062
220,51087200502,51036600200,14,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.48519758070759 37.59358062037778),51036600200,-77.48519758070759,37.59358062037778,-77.48519758,37.59358062
219,51087200502,51036600100,17,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.48519758070759 37.59358062037778),51036600100,-77.48519758070759,37.59358062037778,-77.48519758,37.59358062
224,51087200503,51036600300,3,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.49654126867436 37.63008675859423),51036600300,-77.49654126867436,37.63008675859423,-77.49654127,37.63008676
223,51087200503,51036600200,9,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.49654126867436 37.63008675859423),51036600200,-77.49654126867436,37.63008675859423,-77.49654127,37.63008676
222,51087200503,51036600100,9,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.49654126867436 37.63008675859423),51036600100,-77.49654126867436,37.63008675859423,-77.49654127,37.63008676
226,51087200700,51036600300,2,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.46366724897337 37.607279009985575),51036600300,-77.46366724897337,37.607279009985575,-77.46366725,37.60727901
225,51087200700,51036600200,3,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.46366724897337 37.607279009985575),51036600200,-77.46366724897337,37.607279009985575,-77.46366725,37.60727901
229,51087200801,51036600300,3,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.47242397212776 37.6309301017666),51036600300,-77.47242397212776,37.6309301017666,-77.47242397,37.6309301
228,51087200801,51036600200,4,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.47242397212776 37.6309301017666),51036600200,-77.47242397212776,37.6309301017666,-77.47242397,37.6309301
227,51087200801,51036600100,8,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.47242397212776 37.6309301017666),51036600100,-77.47242397212776,37.6309301017666,-77.47242397,37.6309301
230,51087200802,51036600100,1,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.44920793109274 37.619164688298525),51036600100,-77.44920793109274,37.619164688298525,-77.44920793,37.61916469
233,51087200805,51036600300,4,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.4236561120298 37.59105613121639),51036600300,-77.4236561120298,37.59105613121639,-77.42365611,37.59105613
232,51087200805,51036600200,3,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.4236561120298 37.59105613121639),51036600200,-77.4236561120298,37.59105613121639,-77.42365611,37.59105613
231,51087200805,51036600100,4,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.4236561120298 37.59105613121639),51036600100,-77.4236561120298,37.59105613121639,-77.42365611,37.59105613
234,51087200807,51036600200,1,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.42789836488895 37.60865209989497),51036600200,-77.42789836488895,37.60865209989497,-77.42789836,37.6086521
237,51087200904,51036600300,3,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.43370260593366 37.640879130332365),51036600300,-77.43370260593366,37.640879130332365,-77.43370261,37.64087913
236,51087200904,51036600200,4,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.43370260593366 37.640879130332365),51036600200,-77.43370260593366,37.640879130332365,-77.43370261,37.64087913
235,51087200904,51036600100,2,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.43370260593366 37.640879130332365),51036600100,-77.43370260593366,37.640879130332365,-77.43370261,37.64087913
240,51087200905,51036600300,2,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.47985562092202 37.65196308512729),51036600300,-77.47985562092202,37.65196308512729,-77.47985562,37.65196309
239,51087200905,51036600200,2,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.47985562092202 37.65196308512729),51036600200,-77.47985562092202,37.65196308512729,-77.47985562,37.65196309
238,51087200905,51036600100,1,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.47985562092202 37.65196308512729),51036600100,-77.47985562092202,37.65196308512729,-77.47985562,37.65196309
242,51087200907,51036600200,3,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.47297721482308 37.67600808782018),51036600200,-77.47297721482308,37.67600808782018,-77.47297721,37.67600809
241,51087200907,51036600100,3,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.47297721482308 37.67600808782018),51036600100,-77.47297721482308,37.67600808782018,-77.47297721,37.67600809
245,51087200908,51036600300,2,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.45942306756523 37.647564367416436),51036600300,-77.45942306756523,37.647564367416436,-77.45942307,37.64756437
244,51087200908,51036600200,1,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.45942306756523 37.647564367416436),51036600200,-77.45942306756523,37.647564367416436,-77.45942307,37.64756437
243,51087200908,51036600100,3,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.45942306756523 37.647564367416436),51036600100,-77.45942306756523,37.647564367416436,-77.45942307,37.64756437
247,51087201001,51036600200,1,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.38063857442846 37.583688509869),51036600200,-77.38063857442846,37.583688509869,-77.38063857,37.58368851
246,51087201001,51036600100,1,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.38063857442846 37.583688509869),51036600100,-77.38063857442846,37.583688509869,-77.38063857,37.58368851
248,51087201002,51036600200,1,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.40366527826315 37.572463984789806),51036600200,-77.40366527826315,37.572463984789806,-77.40366528,37.57246398
251,51087201104,51036600300,2,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.37815208079034 37.54418254427002),51036600300,-77.37815208079034,37.54418254427002,-77.37815208,37.54418254
250,51087201104,51036600200,14,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.37815208079034 37.54418254427002),51036600200,-77.37815208079034,37.54418254427002,-77.37815208,37.54418254
249,51087201104,51036600100,24,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.37815208079034 37.54418254427002),51036600100,-77.37815208079034,37.54418254427002,-77.37815208,37.54418254
252,51087201204,51036600100,2,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.32738466027061 37.54985594394238),51036600100,-77.32738466027061,37.54985594394238,-77.32738466,37.54985594
255,51087201205,51036600300,1,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.33137379610653 37.53882432730039),51036600300,-77.33137379610653,37.53882432730039,-77.3313738,37.53882433
254,51087201205,51036600200,6,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.33137379610653 37.53882432730039),51036600200,-77.33137379610653,37.53882432730039,-77.3313738,37.53882433
253,51087201205,51036600100,3,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.33137379610653 37.53882432730039),51036600100,-77.33137379610653,37.53882432730039,-77.3313738,37.53882433
257,51087201403,51036600200,2,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.26834490308558 37.53480774307168),51036600200,-77.26834490308558,37.53480774307168,-77.2683449,37.53480774
256,51087201403,51036600100,15,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.26834490308558 37.53480774307168),51036600100,-77.26834490308558,37.53480774307168,-77.2683449,37.53480774
260,51087201404,51036600300,2,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.24402336086102 37.49580590391546),51036600300,-77.24402336086102,37.49580590391546,-77.24402336,37.4958059
259,51087201404,51036600200,13,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.24402336086102 37.49580590391546),51036600200,-77.24402336086102,37.49580590391546,-77.24402336,37.4958059
258,51087201404,51036600100,33,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.24402336086102 37.49580590391546),51036600100,-77.24402336086102,37.49580590391546,-77.24402336,37.4958059
262,51087201405,51036600200,2,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.35729803563565 37.539016780725476),51036600200,-77.35729803563565,37.539016780725476,-77.35729804,37.53901678
261,51087201405,51036600100,1,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.35729803563565 37.539016780725476),51036600100,-77.35729803563565,37.539016780725476,-77.35729804,37.53901678
265,51087201406,51036600300,13,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.34681992911891 37.521437313490416),51036600300,-77.34681992911891,37.521437313490416,-77.34681993,37.52143731
264,51087201406,51036600200,23,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.34681992911891 37.521437313490416),51036600200,-77.34681992911891,37.521437313490416,-77.34681993,37.52143731
263,51087201406,51036600100,17,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.34681992911891 37.521437313490416),51036600100,-77.34681992911891,37.521437313490416,-77.34681993,37.52143731
268,51087201502,51036600300,5,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.33376795000886 37.46556736342452),51036600300,-77.33376795000886,37.46556736342452,-77.33376795,37.46556736
267,51087201502,51036600200,6,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.33376795000886 37.46556736342452),51036600200,-77.33376795000886,37.46556736342452,-77.33376795,37.46556736
266,51087201502,51036600100,6,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.33376795000886 37.46556736342452),51036600100,-77.33376795000886,37.46556736342452,-77.33376795,37.46556736
269,51087201503,51036600100,1,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.39550374682817 37.49795546586451),51036600100,-77.39550374682817,37.49795546586451,-77.39550375,37.49795547
272,51087201504,51036600300,5,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.3712109668224 37.49660947193315),51036600300,-77.3712109668224,37.49660947193315,-77.37121097,37.49660947
271,51087201504,51036600200,18,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.3712109668224 37.49660947193315),51036600200,-77.3712109668224,37.49660947193315,-77.37121097,37.49660947
270,51087201504,51036600100,39,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.3712109668224 37.49660947193315),51036600100,-77.3712109668224,37.49660947193315,-77.37121097,37.49660947
274,51087201601,51036600300,1,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.25938321442969 37.42576250266637),51036600300,-77.25938321442969,37.42576250266637,-77.25938321,37.4257625
273,51087201601,51036600100,3,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.25938321442969 37.42576250266637),51036600100,-77.25938321442969,37.42576250266637,-77.25938321,37.4257625
277,51087201602,51036600300,4,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.36904638351935 37.42826207079475),51036600300,-77.36904638351935,37.42826207079475,-77.36904638,37.42826207
276,51087201602,51036600200,2,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.36904638351935 37.42826207079475),51036600200,-77.36904638351935,37.42826207079475,-77.36904638,37.42826207
275,51087201602,51036600100,3,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.36904638351935 37.42826207079475),51036600100,-77.36904638351935,37.42826207079475,-77.36904638,37.42826207
280,51087201701,51036600300,1,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.30662178754658 37.522476212593546),51036600300,-77.30662178754658,37.522476212593546,-77.30662179,37.52247621
279,51087201701,51036600200,3,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.30662178754658 37.522476212593546),51036600200,-77.30662178754658,37.522476212593546,-77.30662179,37.52247621
278,51087201701,51036600100,3,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.30662178754658 37.522476212593546),51036600100,-77.30662178754658,37.522476212593546,-77.30662179,37.52247621
283,51087980100,51036600300,3,Henrico,Charles City,-76.97673227,37.33100999,POINT (-77.3223484917434 37.505736244410016),51036600300,-77.3223484917434,37.505736244410016,-77.32234849,37.50573624
282,51087980100,51036600200,4,Henrico,Charles City,-77.1088509,37.38383884,POINT (-77.3223484917434 37.505736244410016),51036600200,-77.3223484917434,37.505736244410016,-77.32234849,37.50573624
281,51087980100,51036600100,3,Henrico,Charles City,-77.1917213,37.38472133,POINT (-77.3223484917434 37.505736244410016),51036600100,-77.3223484917434,37.505736244410016,-77.32234849,37.50573624
286,51127700100,51036600300,7,New Kent,Charles City,-76.97673227,37.33100999,POINT (-77.15258488435892 37.55150403064477),51036600300,-77.15258488435892,37.55150403064477,-77.15258488,37.55150403
285,51127700100,51036600200,18,New Kent,Charles City,-77.1088509,37.38383884,POINT (-77.15258488435892 37.55150403064477),51036600200,-77.15258488435892,37.55150403064477,-77.15258488,37.55150403
284,51127700100,51036600100,8,New Kent,Charles City,-77.1917213,37.38472133,POINT (-77.15258488435892 37.55150403064477),51036600100,-77.15258488435892,37.55150403064477,-77.15258488,37.55150403
289,51127700200,51036600300,8,New Kent,Charles City,-76.97673227,37.33100999,POINT (-77.06838169811662 37.51758466362566),51036600300,-77.06838169811662,37.51758466362566,-77.0683817,37.51758466
288,51127700200,51036600200,13,New Kent,Charles City,-77.1088509,37.38383884,POINT (-77.06838169811662 37.51758466362566),51036600200,-77.06838169811662,37.51758466362566,-77.0683817,37.51758466
287,51127700200,51036600100,6,New Kent,Charles City,-77.1917213,37.38472133,POINT (-77.06838169811662 37.51758466362566),51036600100,-77.06838169811662,37.51758466362566,-77.0683817,37.51758466
292,51127700301,51036600300,21,New Kent,Charles City,-76.97673227,37.33100999,POINT (-76.96241524849484 37.4459398346653),51036600300,-76.96241524849484,37.4459398346653,-76.96241525,37.44593983
291,51127700301,51036600200,23,New Kent,Charles City,-77.1088509,37.38383884,POINT (-76.96241524849484 37.4459398346653),51036600200,-76.96241524849484,37.4459398346653,-76.96241525,37.44593983
