,w_tract,workers
1441,51195931400,2033
1442,51195931500,400
1443,51195931600,469
1444,51195931700,437
1445,51197050101,3024
1446,51197050102,350
1447,51197050201,2738
1448,51197050202,1172
1449,51197050301,2055
1450,51197050302,101
1451,51197050401,303
1452,51197050402,443
1453,51199050203,787
1454,51199050205,524
1455,51199050206,205
1456,51199050207,28
1457,51199050208,219
1458,51199050303,3393
1459,51199050304,499
1460,51199050305,2531
1461,51199050306,1252
1462,51199050401,2320
1463,51199050402,172
1464,51199050500,648
1465,51199050900,1631
1466,51199051000,4457
1467,51199051100,1352
1468,51510200102,3121
1469,51510200104,2407
1470,51510200105,95
1471,51510200106,1335
1472,51510200108,407
1473,51510200109,55
1474,51510200110,1087
1475,51510200111,114
1476,51510200201,1322
1477,51510200202,1455
1478,51510200301,138
1479,51510200302,85
1480,51510200304,75
1481,51510200305,440
1482,51510200403,2347
1483,51510200404,272
1484,51510200406,937
1485,51510200407,147
1486,51510200408,785
1487,51510200409,1368
1488,51510200500,453
1489,51510200600,2429
1490,51510200701,1475
1491,51510200703,737
1492,51510200704,1650
1493,51510200705,9760
1494,51510200801,253
1495,51510200802,837
1496,51510200900,1000
1497,51510201000,389
1498,51510201100,144
1499,51510201202,99
1500,51510201204,575
1501,51510201205,478
1502,51510201206,519
1503,51510201300,1161
1504,51510201400,664
1505,51510201500,586
1506,51510201601,673
1507,51510201602,527
1508,51510201802,1490
1509,51510201803,514
1510,51510201804,1160
1511,51510201805,5165
1512,51510201900,9271
1513,51510202001,626
1514,51510202002,259
1515,51520020100,1136
1516,51520020201,1933
1517,51520020202,452
1518,51520020300,425
1519,51520020400,2485
1520,51530930601,1046
1521,51530930602,1002
1522,51540000201,1198
1523,51540000202,1732
1524,51540000302,2339
1525,51540000401,567
1526,51540000402,1726
1527,51540000501,186
1528,51540000502,524
1529,51540000600,8851
1530,51540000700,3123
1531,51540000800,2353
1532,51540000900,498
1533,51540001000,13419
1534,51550020001,303
1535,51550020002,496
1536,51550020003,808
1537,51550020100,373
1538,51550020200,636
1539,51550020300,2531
1540,51550020400,146
1541,51550020500,1624
1542,51550020600,395
1543,51550020700,2357
1544,51550020804,3027
1545,51550020805,21313
1546,51550020808,186
1547,51550020809,8511
1548,51550020810,968
1549,51550020811,523
1550,51550020812,1416
1551,51550020813,1186
1552,51550020814,620
1553,51550020903,846
1554,51550020905,1568
1555,51550020907,419
1556,51550020908,83
1557,51550020909,261
1558,51550020910,147
1559,51550020911,8103
1560,51550020912,2380
1561,51550021004,2327
1562,51550021005,4895
1563,51550021009,712
1564,51550021010,991
1565,51550021011,193
1566,51550021012,607
1567,51550021013,197
1568,51550021014,697
1569,51550021015,54
1570,51550021016,673
1571,51550021101,1096
1572,51550021103,487
1573,51550021104,622
1574,51550021200,1149
1575,51550021301,534
1576,51550021303,184
1577,51550021304,45
1578,51550021305,108
1579,51550021306,91
1580,51550021401,737
1581,51550021402,816
1582,51550021403,904
1583,51550021405,251
1584,51550021406,46
1585,51550021407,5423
1586,51550021503,199
1587,51550021504,805
1588,51550021505,3490
1589,51550021506,51
1590,51550021507,398
1591,51550021602,2624
1592,51550021603,127
1593,51550021604,44
1594,51550021605,412
1595,51570830100,4534
1596,51570830200,1562
1597,51570830300,298
1598,51570830400,1251
1599,51570830500,1104
1600,51580060100,1851
1601,51580060200,1304
1602,51590000100,812
1603,51590000200,2076
1604,51590000300,176
1605,51590000400,600
1606,51590000500,2703
1607,51590000600,636
1608,51590000700,3401
1609,51590000800,4834
1610,51590000900,439
1611,51590001000,529
1612,51590001100,161
1613,51590001200,2350
1614,51590001301,1778
1615,51590001302,82
1616,51590001400,359
1617,51590980100,243
1618,51595890100,1578
1619,51595890200,1838
1620,51600300100,3993
1621,51600300200,6042
1622,51600300300,3569
1623,51600300400,4145
1624,51600300500,2509
1625,51610500100,3393
1626,51610500200,3156
1627,51610500300,1697
1628,51620090100,2784
1629,51620090200,910
1630,51630000100,3767
1631,51630000201,5806
1632,51630000202,1544
1633,51630000301,811
1634,51630000302,1780
1635,51630000400,1065
1636,51630000500,7094
1637,51640070101,2927
1638,51640070102,2010
1639,51650010103,245
1640,51650010104,435
1641,51650010200,1815
1642,51650010304,4076
1643,51650010306,275
1644,51650010307,321
1645,51650010309,811
1646,51650010310,579
1647,51650010311,1106
1648,51650010312,146
1649,51650010314,6051
1650,51650010315,4463
1651,51650010316,1986
1652,51650010400,2083
1653,51650010502,2234
1654,51650010503,3340
1655,51650010504,312
1656,51650010601,4683
1657,51650010602,783
1658,51650010701,300
1659,51650010702,107
1660,51650010703,459
1661,51650010800,431
1662,51650010900,287
1663,51650011001,78
1664,51650011002,183
1665,51650011100,544
1666,51650011200,88
1667,51650011300,447
1668,51650011400,3131
1669,51650011500,995
1670,51650011600,240
1671,51650011800,559
1672,51650011900,442
1673,51650012000,139
1674,51650012100,209
1675,51660000101,1012
1676,51660000102,1327
1677,51660000203,3761
1678,51660000204,4168
1679,51660000205,4961
1680,51660000206,572
1681,51660000207,1013
1682,51660000301,784
1683,51660000302,7741
1684,51660000401,1792
1685,51660000402,3469
1686,51670820100,128
1687,51670820300,3104
1688,51670820400,91
1689,51670820500,139
1690,51670820600,1414
1691,51670820700,582
1692,51670980100,1801
1693,51678930501,2357
1694,51678980000,2856
1695,51680000100,1137
1696,51680000201,3831
1697,51680000203,636
1698,51680000204,1649
1699,51680000205,2050
1700,51680000300,5624
1701,51680000400,922
1702,51680000500,4966
1703,51680000600,1276
1704,51680000700,1870
1705,51680000801,773
1706,51680000802,289
1707,51680000901,1631
1708,51680000902,923
1709,51680001000,992
1710,51680001100,393
1711,51680001400,4473
1712,51680001601,3668
1713,51680001602,809
1714,51680001603,305
1715,51680001700,2551
1716,51680001800,3721
1717,51680001900,2178
1718,51683910100,4951
1719,51683910201,2633
1720,51683910202,2033
1721,51683910301,3318
1722,51683910302,1505
1723,51683910401,1130
1724,51683910402,3624
1725,51685920100,292
1726,51685920201,2285
1727,51685920202,1214
1728,51690000100,1694
1729,51690000200,1641
1730,51690000300,3522
1731,51690000400,569
1732,51690000500,542
1733,51700030100,2801
1734,51700030300,423
1735,51700030400,604
1736,51700030500,239
1737,51700030600,251
1738,51700030800,1111
1739,51700030900,396
1740,51700031100,22331
1741,51700031200,251
1742,51700031300,140
1743,51700031400,3471
1744,51700031500,6662
1745,51700031602,2150
1746,51700031603,101
1747,51700031604,159
1748,51700031701,4560
1749,51700031702,2688
1750,51700031800,193
1751,51700031901,207
1752,51700031902,891
1753,51700032001,127
1754,51700032002,221
1755,51700032005,50
1756,51700032006,285
1757,51700032007,157
1758,51700032113,7617
1759,51700032114,2128
1760,51700032117,573
1761,51700032123,705
1762,51700032124,670
1763,51700032126,1999
1764,51700032128,19111
1765,51700032129,368
1766,51700032130,382
1767,51700032131,39
1768,51700032132,740
1769,51700032133,1811
1770,51700032134,313
1771,51700032211,171
1772,51700032212,524
1773,51700032223,73
1774,51700032225,552
1775,51700032226,311
1776,51700032227,488
1777,51700032228,107
1778,51700032300,936
1779,51700032400,2577
1780,51710000100,64
1781,51710000201,105
1782,51710000202,61
1783,51710000300,520
1784,51710000400,419
1785,51710000500,75
1786,51710000600,54
1787,51710000700,197
1788,51710000800,70
1789,51710000901,381
1790,51710000902,2986
1791,51710001100,147
1792,51710001200,1339
1793,51710001300,143
1794,51710001400,687
1795,51710001500,468
1796,51710001600,202
1797,51710001700,1119
1798,51710002000,143
1799,51710002100,163
1800,51710002200,234
1801,51710002300,1512
1802,51710002400,70
1803,51710002500,3123
1804,51710002600,1755
1805,51710002700,879
1806,51710002800,624
1807,51710002900,1232
1808,51710003000,150
1809,51710003100,786
1810,51710003200,67
1811,51710003300,399
1812,51710003400,67
1813,51710003501,1095
1814,51710003600,2588
1815,51710003700,1686
1816,51710003800,716
1817,51710004001,195
1818,51710004002,10535
1819,51710004100,46
1820,51710004200,759
1821,51710004300,270
1822,51710004400,48
1823,51710004500,136
1824,51710004600,92
1825,51710004700,1939
1826,51710004800,6716
1827,51710004900,11332
1828,51710005000,3024
1829,51710005100,793
1830,51710005500,145
1831,51710005601,202
1832,51710005602,648
1833,51710005701,2650
1834,51710005702,287
1835,51710005800,434
1836,51710005901,322
1837,51710005902,748
1838,51710005903,6591
1839,51710006000,274
1840,51710006100,1593
1841,51710006200,2787
1842,51710006400,1068
1843,51710006501,115
1844,51710006502,244
1845,51710006601,229
1846,51710006602,388
1847,51710006603,553
1848,51710006604,233
1849,51710006605,631
1850,51710006606,771
1851,51710006607,563
1852,51710006800,1349
1853,51710006901,11700
1854,51710006902,828
1855,51710007001,2455
1856,51710007002,2892
1857,51710980200,5620
1858,51710980300,2530
1859,51720960100,2891
1860,51730810100,766
1861,51730810300,505
1862,51730810400,235
1863,51730810500,86
1864,51730810600,110
1865,51730810700,245
1866,51730810900,584
1867,51730811000,1173
1868,51730811100,1288
1869,51730811200,3859
1870,51730811300,2472
1871,51735340100,192
1872,51735340200,1540
1873,51735340300,70
1874,51740210200,1458
1875,51740210300,1863
1876,51740210400,64
1877,51740210500,1010
1878,51740210600,60
1879,51740210900,5821
1880,51740211100,824
1881,51740211400,500
1882,51740211500,2170
1883,51740211600,752
1884,51740211700,219
1885,51740211800,94
1886,51740211900,148
1887,51740212000,73
1888,51740212100,1781
1889,51740212300,411
1890,51740212400,715
1891,51740212500,463
1892,51740212600,789
1893,51740212701,1594
1894,51740212702,70
1895,51740212801,1427
1896,51740212802,624
1897,51740212900,417
1898,51740213001,2000
1899,51740213002,491
1900,51740213101,1307
1901,51740213103,102
1902,51740213104,45
1903,51740213200,2108
1904,51740980100,415
1905,51750010101,1028
1906,51750010102,336
1907,51750010201,3896
1908,51750010202,1368
1909,51760010201,477
1910,51760010202,1162
1911,51760010300,104
1912,51760010401,332
1913,51760010402,522
1914,51760010500,29
1915,51760010600,616
1916,51760010700,222
1917,51760010800,85
1918,51760010900,709
1919,51760011000,86
1920,51760011100,2524
1921,51760020100,112
1922,51760020200,89
1923,51760020300,624
1924,51760020400,646
1925,51760020501,1472
1926,51760020502,1012
1927,51760020600,393
1928,51760020700,117
1929,51760020800,178
1930,51760020900,108
1931,51760021000,77
1932,51760021100,358
1933,51760021200,203
1934,51760030100,242
1935,51760030200,20835
1936,51760030501,4184
1937,51760030502,29225
1938,51760040201,335
1939,51760040202,13137
1940,51760040300,7673
1941,51760040400,443
1942,51760040500,838
1943,51760040600,262
1944,51760040700,950
1945,51760040800,1635
1946,51760040900,1633
1947,51760041000,404
1948,51760041100,1933
1949,51760041200,33
1950,51760041300,2320
1951,51760041400,448
1952,51760041600,98
1953,51760050100,3195
1954,51760050200,1174
1955,51760050300,221
1956,51760050400,1636
1957,51760050500,3566
1958,51760050600,227
1959,51760060200,625
1960,51760060400,693
1961,51760060501,89
1962,51760060502,319
1963,51760060600,334
1964,51760060700,2241
1965,51760060800,3374
1966,51760060900,1551
1967,51760061001,893
1968,51760061002,4936
1969,51760070100,3749
1970,51760070300,1231
1971,51760070400,1796
1972,51760070601,1545
1973,51760070602,1673
1974,51760070700,557
1975,51760070802,165
1976,51760070803,196
1977,51760070804,81
1978,51760070901,645
1979,51760070902,5880
1980,51760071002,561
1981,51760071003,169
1982,51760071004,5602
1983,51760071100,380
1984,51770000100,491
1985,51770000300,8296
1986,51770000400,1024
1987,51770000500,2047
1988,51770000601,4407
1989,51770000602,3019
1990,51770000900,2009
1991,51770001000,1337
1992,51770001100,12182
1993,51770001200,10522
1994,51770001800,631
1995,51770001900,854
1996,51770002100,1683
1997,51770002200,429
1998,51770002301,2282
1999,51770002302,443
2000,51770002400,77
2001,51770002501,689
2002,51770002502,3327
2003,51770002600,286
2004,51770002700,1094
2005,51770002800,918
2006,51770002900,3023
2007,51770003000,2723
2008,51770003100,210
2009,51775010100,2809
2010,51775010200,3017
2011,51775010300,10552
2012,51775010501,3949
2013,51775010502,572
2014,51790000100,1805
2015,51790000200,580
2016,51790000300,595
2017,51790000401,335
2018,51790000402,1048
2019,51790000500,2097
2020,51790000600,4432
2021,51800065100,508
2022,51800065200,3083
2023,51800065301,652
2024,51800065302,2316
2025,51800065401,564
2026,51800065402,367
2027,51800065500,218
2028,51800075103,1509
2029,51800075104,1438
2030,51800075105,2335
2031,51800075106,1681
2032,51800075202,60
2033,51800075203,514
2034,51800075205,516
2035,51800075206,197
2036,51800075207,238
2037,51800075208,91
2038,51800075301,307
2039,51800075302,434
2040,51800075401,2640
2041,51800075402,1993
2042,51800075404,286
2043,51800075405,195
2044,51800075406,562
2045,51800075407,363
2046,51800075502,2667
2047,51800075503,62
2048,51800075504,317
2049,51800075601,86
2050,51800075602,87
2051,51800075701,442
2052,51800075702,1902
2053,51800075703,156
2054,51800075801,153
2055,51800075802,38
2056,51800075803,69
2057,51810040000,442
2058,51810040200,5224
2059,51810040403,224
2060,51810040404,670
2061,51810040405,325
2062,51810040406,331
2063,51810040600,5227
2064,51810040801,982
2065,51810040802,119
2066,51810041002,2883
2067,51810041003,1977
2068,51810041004,1822
2069,51810041200,1240
2070,51810041400,1289
2071,51810041600,2053
2072,51810041801,931
2073,51810041803,231
2074,51810041804,404
2075,51810042000,158
2076,51810042201,143
2077,51810042202,1179
2078,51810042400,1677
2079,51810042600,5457
2080,51810042801,517
2081,51810042802,1657
2082,51810043002,452
2083,51810043004,565
2084,51810043005,803
2085,51810043006,1376
2086,51810043200,147
2087,51810043400,163
2088,51810043600,137
2089,51810043800,2668
2090,51810044004,2841
2091,51810044005,210
2092,51810044006,439
2093,51810044007,780
2094,51810044008,1259
2095,51810044201,938
2096,51810044202,622
2097,51810044401,311
2098,51810044402,1549
2099,51810044600,4870
2100,51810044805,1929
2101,51810044806,966
2102,51810044807,1940
2103,51810044808,917
2104,51810045000,486
2105,51810045200,690
2106,51810045405,503
2107,51810045407,17956
2108,51810045408,2396
2109,51810045412,330
2110,51810045414,598
2111,51810045415,30
2112,51810045420,2013
2113,51810045421,607
2114,51810045422,1312
2115,51810045424,1238
2116,51810045425,150
2117,51810045426,409
2118,51810045427,162
2119,51810045428,596
2120,51810045429,1951
2121,51810045430,295
2122,51810045431,681
2123,51810045432,854
2124,51810045433,19156
2125,51810045434,475
2126,51810045601,774
2127,51810045603,5434
2128,51810045605,2611
2129,51810045606,943
2130,51810045801,2917
2131,51810045803,1796
2132,51810045805,17
2133,51810045806,427
2134,51810045807,155
2135,51810045808,65
2136,51810045809,708
2137,51810045810,193
2138,51810046002,951
2139,51810046006,411
2140,51810046009,4005
2141,51810046010,669
2142,51810046011,1146
2143,51810046013,640
2144,51810046014,1438
2145,51810046015,2816
2146,51810046016,221
2147,51810046017,231
2148,51810046018,317
2149,51810046019,1355
2150,51810046020,1235
2151,51810046204,1327
2152,51810046206,2111
2153,51810046207,5028
2154,51810046211,399
2155,51810046212,122
2156,51810046213,500
2157,51810046214,140
2158,51810046216,401
2159,51810046217,154
2160,51810046219,275
2161,51810046220,1348
2162,51810046221,596
2163,51810046222,561
2164,51810046223,274
2165,51810046224,56
2166,51810046225,155
2167,51810046400,928
2168,51820003100,2476
2169,51820003200,3017
2170,51820003300,721
2171,51820003400,1006
2172,51820003500,2198
2173,51830370100,4197
2174,51830370200,662
2175,51830370300,5958
2176,51840000101,790
2177,51840000102,2224
2178,51840000201,6392
2179,51840000202,4200
2180,51840000301,2349
2181,51840000302,5671
